Date,Open,High,Low,Close,Volume,Adj Close
2016-11-01,17380.539062,17473.119141,17339.640625,17442.400391,238600,17442.400391
2016-10-03,16566.029297,17461.029297,16278.19043,17425.019531,104600,17425.019531
2016-09-01,16885.160156,17156.359375,16285.410156,16449.839844,99000,16449.839844
2016-08-01,16415.310547,16943.669922,15921.040039,16887.400391,87500,16887.400391
2016-07-01,15698.019531,16938.960938,15106.519531,16569.269531,952600,16569.269531
2016-06-01,17097.220703,17145.949219,14864.009766,15575.919922,126700,15575.919922
2016-05-02,16357.099609,17251.359375,15975.469727,17234.980469,111500,17234.980469
2016-04-01,16719.560547,17613.560547,15471.799805,16666.050781,154000,16666.050781
2016-03-01,16013.00,17291.349609,15857.370117,16758.669922,107700,16758.669922
2016-02-01,17699.599609,17905.369141,14865.769531,16026.759766,172100,16026.759766
2016-01-04,18818.580078,18951.119141,16017.259766,17518.300781,173000,17518.300781
2015-12-01,19799.080078,20012.400391,18562.509766,19033.710938,132700,19033.710938
2015-11-02,18827.109375,19994.050781,18641.220703,19747.470703,139300,19747.470703
2015-10-01,17479.970703,19202.339844,17389.570312,19083.099609,146900,19083.099609
2015-09-01,18763.720703,18777.470703,16901.490234,17388.150391,168700,17388.150391
2015-08-03,20540.210938,20946.929688,17714.300781,18890.480469,184600,18890.480469
2015-07-01,20291.050781,20850.00,19115.199219,20585.240234,155500,20585.240234
2015-06-01,20444.539062,20952.710938,19990.550781,20235.730469,161400,20235.730469
2015-05-01,19510.849609,20655.330078,19257.849609,20563.150391,172600,20563.150391
2015-04-01,19129.75,20252.119141,18927.949219,19520.009766,151300,19520.009766
2015-03-02,18869.400391,19775.449219,18577.060547,19206.990234,148700,19206.990234
2015-02-02,17536.609375,18865.390625,17271.869141,18797.939453,154300,18797.939453
2015-01-02,17702.119141,17850.589844,16592.570312,17674.390625,141700,17674.390625
2014-12-01,17475.099609,18030.830078,16672.939453,17450.769531,134600,17450.769531
2014-11-04,16732.849609,17520.539062,16713.369141,17459.849609,173900,17459.849609
2014-10-01,16173.389648,16533.910156,14529.030273,16413.759766,161000,16413.759766
2014-09-01,15454.589844,16374.139648,15440.990234,16173.519531,127700,16173.519531
2014-08-01,15511.540039,15628.780273,14753.839844,15424.589844,114800,15424.589844
2014-07-01,15179.639648,15759.660156,15101.490234,15620.769531,113900,15620.769531
2014-06-02,14777.509766,15442.669922,14777.509766,15162.099609,134100,15162.099609
2014-05-01,14341.089844,14744.160156,13964.429688,14632.379883,130200,14632.379883
2014-04-01,14870.509766,15164.389648,13885.110352,14304.110352,122700,14304.110352
2014-03-03,14666.929688,15312.599609,14203.209961,14827.830078,157600,14827.830078
2014-02-03,14788.55957,15094.540039,13995.860352,14841.070312,186800,14841.070312
2014-01-06,16147.540039,16164.009766,14764.570312,14914.530273,197600,14914.530273
2013-12-02,15659.740234,16320.219727,15112.540039,16291.30957,158700,16291.30957
2013-11-01,14403.070312,15729.089844,14026.169922,15661.870117,166700,15661.870117
2013-10-01,14517.980469,14799.280273,13748.94043,14327.94043,141400,14327.94043
2013-09-02,13438.070312,14817.50,13407.530273,14455.799805,153200,14455.799805
2013-08-01,13674.50,14466.160156,13188.139648,13388.860352,150600,13388.860352
2013-07-01,13746.719727,14953.290039,13562.700195,13668.320312,196800,13668.320312
2013-06-03,13551.360352,13724.44043,12415.849609,13677.320312,249400,13677.320312
2013-05-01,13837.719727,15942.599609,13555.660156,13774.540039,355700,13774.540039
2013-04-01,12371.339844,13983.870117,11805.780273,13860.860352,307000,13860.860352
2013-03-01,11464.709961,12650.259766,11464.709961,12397.910156,221600,12397.910156
2013-02-01,11193.719727,11662.519531,11046.919922,11559.360352,290300,11559.360352
2013-01-04,10604.50,11145.379883,10398.610352,11138.660156,242700,11138.660156
2012-12-03,9484.200195,10433.629883,9376.969727,10395.179688,191300,10395.179688
2012-11-01,8931.709961,9492.910156,8619.450195,9446.009766,135500,9446.009766
2012-10-01,8815.070312,9075.589844,8488.139648,8928.290039,130600,8928.290039
2012-09-03,8836.610352,9288.530273,8646.030273,8870.160156,133600,8870.160156
2012-08-01,8622.040039,9222.870117,8513.200195,8839.910156,117100,8839.910156
2012-07-02,9103.790039,9136.019531,8328.019531,8695.05957,123600,8695.05957
2012-06-01,8465.469727,9044.040039,8238.959961,9006.780273,128200,9006.780273
2012-05-01,9471.660156,9472.25,8455.129883,8542.730469,136900,8542.730469
2012-04-02,10161.719727,10190.349609,9388.139648,9520.889648,135600,9520.889648
2012-03-01,9771.339844,10255.150391,9509.099609,10083.55957,165600,10083.55957
2012-02-01,8789.05957,9866.410156,8780.099609,9723.240234,173100,9723.240234
2012-01-04,8549.540039,8911.620117,8349.330078,8802.509766,120600,8802.509766
2011-12-01,8581.200195,8729.80957,8272.259766,8455.349609,102000,8455.349609
2011-11-01,8880.75,8946.00,8135.790039,8434.610352,120100,8434.610352
