Date,Open,High,Low,Close,Volume,Adj Close
2016-11-01,4532.339844,4537.990234,4460.540039,4470.279785,158693800,4470.279785
2016-10-03,4447.540039,4579.279785,4370.649902,4509.259766,97067000,4509.259766
2016-09-01,4448.029785,4569.620117,4310.879883,4448.259766,98614900,4448.259766
2016-08-01,4469.990234,4528.00,4293.339844,4438.220215,79326600,4438.220215
2016-07-01,4261.089844,4474.669922,4062.070068,4439.810059,96271300,4439.810059
2016-06-01,4502.839844,4507.220215,4007.969971,4237.47998,135573100,4237.47998
2016-05-02,4455.759766,4536.629883,4245.169922,4505.620117,85471100,4505.620117
2016-04-01,4331.279785,4607.689941,4229.120117,4428.959961,119410000,4428.959961
2016-03-01,4343.930176,4580.970215,4323.180176,4385.060059,130224200,4385.060059
2016-02-01,4418.140137,4422.609863,3892.459961,4353.549805,130536900,4353.549805
2016-01-04,4582.049805,4586.109863,4084.679932,4417.02002,141177600,4417.02002
2015-12-01,4960.379883,4975.709961,4472.649902,4637.060059,121910900,4637.060059
2015-11-02,4848.859863,5011.649902,4751.029785,4957.600098,102262300,4957.600098
2015-10-01,4518.029785,4947.02002,4386.100098,4897.660156,92546300,4897.660156
2015-09-01,4586.330078,4733.049805,4278.569824,4455.290039,129953600,4455.290039
2015-08-03,5076.799805,5217.799805,4230.490234,4652.950195,122301500,4652.950195
2015-07-01,4849.430176,5184.740234,4601.899902,5082.609863,105220200,5082.609863
2015-06-01,5029.049805,5095.040039,4712.970215,4790.200195,129421800,4790.200195
2015-05-04,5060.50,5193.77002,4874.899902,5007.890137,125729200,5007.890137
2015-04-01,5009.629883,5283.709961,4987.259766,5046.490234,155069600,5046.490234
2015-03-02,4937.430176,5106.040039,4856.140137,5033.640137,99991600,5033.640137
2015-02-02,4613.310059,4951.47998,4584.370117,4951.47998,82432500,4951.47998
2015-01-02,4294.049805,4679.259766,4076.159912,4604.25,71889900,4604.25
2014-12-01,4354.189941,4427.740234,3926.340088,4272.75,37234900,4272.75
2014-11-03,4225.810059,4403.549805,4118.50,4390.180176,125800100,4390.180176
2014-10-01,4400.609863,4427.759766,3789.110107,4233.089844,174296700,4233.089844
