"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0,1,1,0.725459153610995,0.998460059744046,0.725149346095882,0.725543331415378,0.716591893788074,0.221361322431968,0.767432617436602,0.759451844444323,0.651840032657134,0.394276525281842,0.758767568505141,0.508316000630577,0.759714017738803,0.762942396674317,0.762079815496244,0.758821941024629,0.394856583383046,1,0.685844617036838,0.371880741217173,0.246382214850248,0.237906101892308,0.553656425675538,0.692589606815258,0.732680725015597,0.399429089875382,0.903874425127856,0.24353938167512,0.291752148242149,0.762075398311355,0.301096308890388,0.293113599654836,0.732347301126027,0.392353809683942,0.307437433938462,0.516895703010134,0.351836344062525,0.677312269628135,0.724288086465248,0.308733378068624,0.28383219782574,0.724087252085519,0.342288040156569,0.732148540747468,0.300468990950986,0.252618928244528,0.349767267802413
1,0,1,0.725468632785322,0.998217929085646,0.723511847995827,0.725382991218889,0.714265710912337,0.346653698959154,0.762490465004032,0.759421606607678,0.652471353437874,0.375309473120691,0.759343234398043,0.544366776103645,0.759399564956568,0.762192782726316,0.764432665902261,0.759649071294136,0.39454728885321,1,0.673945625626019,0.371319991407917,0.245380969050008,0.251684859410404,0.555780583304801,0.69288383172594,0.732527630135435,0.403109910993835,0.906756634928749,0.244111768491085,0.301411492273288,0.762539896966668,0.302358778955054,0.2939893657159,0.732413494343663,0.372448035263685,0.311150924887175,0.517210058708776,0.262483491972426,0.684826780340339,0.724231978251889,0.316762497570813,0.338922421502108,0.724220784049308,0.291762243018641,0.732005619888811,0.301713304354855,0.261819732728725,0.344754400405092
1,1,0,0.725383557576524,0.998428194523489,0.725529336881133,0.725230205802403,0.699682804622399,0.346266886700774,0.762478007665795,0.759619455683788,0.65217271419151,0.399500506555728,0.760555109846237,0.54881442546146,0.759285653099437,0.762302662708599,0.761471699226396,0.759558965443462,0.394299044536003,1,0.687654252399408,0.307103215425981,0.246040349817869,0.333998600403913,0.557756949468398,0.692142191717369,0.73237014279567,0.39962154160986,0.904779140038439,0.196512643558863,0.309499138074419,0.762275349527322,0.305247261616916,0.304076768984649,0.732182941441989,0.349439946042632,0.291671770422117,0.517688501286017,0.368074810282306,0.678230822040861,0.72427677159504,0.31369323399373,0.339086793812383,0.724283710579804,0.313222701005224,0.732322642245144,0.316626407515066,0.252738087377384,0.343760379893869
0.725377700352953,0.725402030909314,0.725469277694474,0,0.665795201432962,1,1,0.39117562546286,0.245800627367426,0.264458705625557,0.275033703607449,0.454913060487116,0.36784905554969,0.274819626714456,0.72588331035847,0.271857956548186,0.26345903758762,0.26213824713325,0.272826177152212,0.384198921480236,0.725409249626782,0.491845300956392,0.350479951213592,0.165742983910976,0.220757005807084,0.344537131717108,0.999993889451355,0.248240732760945,0.374248468348314,0.956860900708295,0.212504042033695,0.386239481615816,0.265067380225828,0.389910454346698,0.468501357537641,0.277241094147211,0.50126647610144,0.444622658975087,0.240025154486681,0.262980667845454,0.172270993073025,0.999999999998863,0.407670810696445,0.240118743894479,0.999999999998878,0.404961430364914,0.269439589532167,0.381431448238869,0.163261137089287,0.270922284622334
0.998450581656745,0.998443966489285,0.998218047752661,0.665718871271159,0,0.665712729046168,0.665785892256911,0.717596453217011,0.333926516482796,0.800968293291034,0.793301285727617,0.657437745099589,0.403965572567657,0.79413546774278,0.534766072726988,0.794265756104676,0.800545872914467,0.800105649115763,0.794244518865369,0.395837455831934,0.998476035218366,0.687481856402532,0.33869084959754,0.252188943942063,0.249232690866966,0.565026757858374,0.635191772388345,0.762517634903793,0.399486303779603,0.886068584377033,0.248993619416683,0.308601377850901,0.800934660032664,0.301845398127809,0.302615079438209,0.761909416292673,0.383111710535133,0.305421256997183,0.547212315861562,0.354775150394971,0.729562470200116,0.654648056735609,0.313282749891611,0.351850042682571,0.661597720986626,0.291116392947175,0.764145691307697,0.309579287851282,0.250589937484221,0.345549807360992
0.725460091014195,0.725447497910669,0.725471781536178,1,0.662919462425637,0,1,0.382643913215876,0.238569050074297,0.265695929644748,0.275504800261543,0.454308242994367,0.369100569415699,0.273469919693744,0.724294851157204,0.271409893181853,0.26348702033159,0.266403004952579,0.270607468037036,0.334003835456146,0.725425597220462,0.491893285546067,0.341200246828153,0.166064373886339,0.155197401134907,0.294919863312992,0.999994003302474,0.267957610857133,0.368873292077885,0.956607843198222,0.206568947534616,0.383208916645155,0.26308302411899,0.371272267338882,0.38489720116372,0.269445190310719,0.489508601525841,0.330471213695496,0.237938229263293,0.263914974319805,0.359091952343813,0.999999999998874,0.451390079813041,0.239156674183123,0.999999999998875,0.401763875749852,0.270271782007564,0.38417853640499,0.163148228107379,0.270945702477774
0.725417116977142,0.723970165384899,0.725421211456895,1,0.663093883907807,1,0,0.390084829018536,0.263587144470631,0.263507799725421,0.274457565111712,0.455366873422441,0.309740815098178,0.272982599649054,0.724660205906002,0.273747031438701,0.269335690593825,0.263731283912953,0.270607292216446,0.341351766813587,0.725470461134021,0.492285538017095,0.332591151944167,0.164033838244678,0.203310392170575,0.348153540699438,0.999994933300298,0.268368317832245,0.360683044129509,0.956770539825105,0.214838049217459,0.390440733605307,0.265083166224676,0.486828764538027,0.388802288460841,0.269380788728411,0.504078125460014,0.391184703261663,0.247798839537432,0.274002266207473,0.310492067724039,0.99999999999883,0.407166888088267,0.23946920729214,0.99999999999888,0.397789140292066,0.268819616784979,0.392365252128566,0.165230624903377,0.271450288914846
0.72205158840166,0.714484162662083,0.716551378351129,0.391194215740866,0.703995904799349,0.392282126322604,0.391495710321493,0,0.302875145629467,0.941588206907072,0.944795080722035,0.378160965063937,0.257951699049363,0.944930070119514,0.297262767026023,0.944859610353372,0.941599844873948,0.943068434161443,0.944835173395019,0.260480060354157,0.699647517860932,0.598273700423124,0.278131987648313,0.293893229399046,0.405824350561073,0.74807931925435,0.398346290692957,0.951851468051136,0.258372754377321,0.447848924015585,0.288475576478682,0.280105880052832,0.941847563585152,0.281788875160871,0.279333704861972,0.951432528881999,0.230538247758133,0.287956289564026,0.638064819430664,0.32278492392023,0.866305229891039,0.383110324614112,0.213501446392638,0.216206613074944,0.390527134116145,0.235548798545894,0.951512978557943,0.368677264091619,0.300900459237453,0.327581494871815
0.35130197362003,0.221545548093191,0.354292057311443,0.239062713538051,0.331215094330388,0.227541533193674,0.262851511952138,0.303475572423774,0,0.257999249862966,0.25238144360595,0.376691434695418,0.337839518396264,0.222438713205704,0.332930189817841,0.259187780394732,0.252511831188617,0.249470485787179,0.228245043840182,0.31847696099479,0.35121567814613,0.207078219698045,0.463066582709319,0.440842236375668,0.401564676670072,0.245371980237379,0.268634841342387,0.278824938000918,0.336945505994574,0.267942161751994,0.411008290674272,0.323942043792162,0.248518966120898,0.29129569553339,0.31897946038045,0.300277441630557,0.226783826804876,0.339817574071319,0.201442138843391,0.999983906035044,0.200922557855841,0.240901331583445,0.333156427571637,0.266167739593546,0.238684921021128,0.428845440827315,0.297991685464874,0.300937084864169,0.314151489356814,0.274303066663645
0.76153459415831,0.762210732871827,0.767414954148635,0.263990206050095,0.80091024642234,0.264310053132932,0.263747753761326,0.94292824646797,0.251722511088031,0,0.999999947634082,0.516549030246434,0.340358627129838,0.99999994910898,0.344457765360034,0.99999994106534,1,1,0.99999994143375,0.358458275577117,0.762464819449521,0.566249236163096,0.389069174332691,0.216996674320411,0.251445487631507,0.689774168558105,0.267485602678462,0.999990872325201,0.304153199321957,0.427129877653253,0.288159766398075,0.295907193416448,1,0.29323992017361,0.294464641822836,0.999945025151443,0.277231546171103,0.288829914303305,0.750916819967854,0.240797275983532,0.972294671589482,0.264975342440536,0.28892141947298,0.351144765806494,0.264640726688901,0.254698743074789,0.999944884985737,0.300324483968777,0.308427090152348,0.349441198005556
