"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0,1,1,0.735883866376237,0.994195402298851,0.735883866376237,0.735883866376237,0.575596848634643,0.434585002800527,0.801779629421339,0.664025848645078,0.681636445981506,0.282959658756059,0.664025848645078,0.595998821088459,0.79512633591633,0.801779629421339,0.801779629421339,0.79512633591633,0.160605942159017,1,0.522775593148012,0.327574583461015,0.21031212912534,0.230607723275818,0.458895001694916,0.567565171677203,0.783424832636921,0.282959658756059,0.89558049232734,0.230607723275818,0.16700868949669,0.801779629421339,0.16700868949669,0.16700868949669,0.658847619687594,0.32678693846875,0.37274669073344,0.371883522656482,0.274060348281735,0.680796765502247,0.573068844539596,0.37274669073344,0.232463754435758,0.573068844539596,0.37274669073344,0.658847619687594,0.16700868949669,0.282669637281824,0.259535554425094
1,0,1,0.735883866376237,0.994195402298851,0.735883866376237,0.735883866376237,0.575596848634643,0.434585002800527,0.801779629421339,0.664025848645078,0.681636445981506,0.282959658756059,0.664025848645078,0.595998821088459,0.79512633591633,0.801779629421339,0.801779629421339,0.79512633591633,0.160605942159017,1,0.522775593148012,0.327574583461015,0.21031212912534,0.230607723275818,0.458895001694916,0.567565171677203,0.783424832636921,0.282959658756059,0.89558049232734,0.230607723275818,0.16700868949669,0.801779629421339,0.16700868949669,0.16700868949669,0.658847619687594,0.32678693846875,0.37274669073344,0.371883522656482,0.274060348281735,0.680796765502247,0.573068844539596,0.37274669073344,0.232463754435758,0.573068844539596,0.37274669073344,0.658847619687594,0.16700868949669,0.282669637281824,0.259535554425094
1,1,0,0.735883866376237,0.994195402298851,0.735883866376237,0.735883866376237,0.575596848634643,0.434585002800527,0.801779629421339,0.664025848645078,0.681636445981506,0.282959658756059,0.664025848645078,0.595998821088459,0.79512633591633,0.801779629421339,0.801779629421339,0.79512633591633,0.160605942159017,1,0.522775593148012,0.327574583461015,0.21031212912534,0.230607723275818,0.458895001694916,0.567565171677203,0.783424832636921,0.282959658756059,0.89558049232734,0.230607723275818,0.16700868949669,0.801779629421339,0.16700868949669,0.16700868949669,0.658847619687594,0.32678693846875,0.37274669073344,0.371883522656482,0.274060348281735,0.680796765502247,0.573068844539596,0.37274669073344,0.232463754435758,0.573068844539596,0.37274669073344,0.658847619687594,0.16700868949669,0.282669637281824,0.259535554425094
0.735883866376237,0.735883866376237,0.735883866376237,0,0.799341660829846,1,1,0.623111722802805,0.268273974948817,0.248977133928524,0.256277980637963,0.586168861503147,0.358908605769179,0.256277980637963,0.837537030241391,0.259961818065817,0.248977133928524,0.248977133928524,0.259961818065817,0.150412876065809,0.822122355678664,0.453020290627722,0.591935851044329,0.307426168895261,0.217368264783526,0.207731126654271,1,0.245993994236337,0.358908605769179,0.965144221148897,0.217368264783526,0.138678692154095,0.248977133928524,0.138678692154095,0.138678692154095,0.251385963255032,0.593817576924391,0.394730851172299,0.251616971489936,0.261299313682435,0.291674713436232,1,0.394730851172299,0.237809927730388,1,0.394730851172299,0.251385963255032,0.138678692154095,0.319153795078556,0.193435464695492
0.994195402298851,0.994195402298851,0.994195402298851,0.799341660829846,0,0.736688242621014,0.736688242621014,0.572874321287588,0.463631224124559,0.810937562677423,0.661152103039043,0.693398597816334,0.280228350454038,0.661152103039043,0.564445681915924,0.806763012446387,0.810937562677423,0.810937562677423,0.806763012446387,0.211920139950523,0.993237148029401,0.541734174827178,0.309250428058912,0.129224156431105,0.330074094452105,0.564749353227392,0.62228311813157,0.793861880913757,0.280228350454038,0.917976791808566,0.330074094452105,0.230416781158121,0.810937562677423,0.230416781158121,0.230416781158121,0.655881197679254,0.385532710339619,0.397330763536816,0.55002047640984,0.282864443025546,0.740863177090962,0.629180832304012,0.397330763536816,0.259360665174765,0.629180832304012,0.397330763536816,0.655881197679254,0.230416781158121,0.264840307312755,0.288130850361861
0.735883866376237,0.735883866376237,0.735883866376237,1,0.736688242621014,0,1,0.623111722802805,0.268273974948817,0.248977133928524,0.256277980637963,0.586168861503147,0.358908605769179,0.256277980637963,0.837537030241391,0.259961818065817,0.248977133928524,0.248977133928524,0.259961818065817,0.150412876065809,0.822122355678664,0.453020290627722,0.591935851044329,0.307426168895261,0.217368264783526,0.207731126654271,1,0.245993994236337,0.358908605769179,0.965144221148897,0.217368264783526,0.138678692154095,0.248977133928524,0.138678692154095,0.138678692154095,0.251385963255032,0.593817576924391,0.394730851172299,0.251616971489936,0.261299313682435,0.291674713436232,1,0.394730851172299,0.237809927730388,1,0.394730851172299,0.251385963255032,0.138678692154095,0.319153795078556,0.193435464695492
0.735883866376237,0.735883866376237,0.735883866376237,1,0.736688242621014,1,0,0.623111722802805,0.268273974948817,0.248977133928524,0.256277980637963,0.586168861503147,0.358908605769179,0.256277980637963,0.837537030241391,0.259961818065817,0.248977133928524,0.248977133928524,0.259961818065817,0.150412876065809,0.822122355678664,0.453020290627722,0.591935851044329,0.307426168895261,0.217368264783526,0.207731126654271,1,0.245993994236337,0.358908605769179,0.965144221148897,0.217368264783526,0.138678692154095,0.248977133928524,0.138678692154095,0.138678692154095,0.251385963255032,0.593817576924391,0.394730851172299,0.251616971489936,0.261299313682435,0.291674713436232,1,0.394730851172299,0.237809927730388,1,0.394730851172299,0.251385963255032,0.138678692154095,0.319153795078556,0.193435464695492
0.575596848634643,0.575596848634643,0.575596848634643,0.623111722802805,0.572874321287588,0.623111722802805,0.623111722802805,0,0.274478753149694,0.834607585226082,0.941049085224833,0.35398423213271,0.32341755398589,0.941049085224833,0.406055537057825,0.875205797428752,0.834607585226082,0.834607585226082,0.875205797428752,0.279715698715905,0.538108260519704,0.632608255235374,0.43015009899105,0.309212597592516,0.322646573693773,0.75073699443408,0.247496771936228,0.873933199719116,0.32341755398589,0.461458951251994,0.322646573693773,0.310632034919448,0.834607585226082,0.310632034919448,0.310632034919448,0.939287319937143,0.364366613848841,0.252858878838331,0.742326166635559,0.332451593441224,0.711980576697851,0.247667570615671,0.252858878838331,0.345483096960159,0.247667570615671,0.252858878838331,0.939287319937143,0.310632034919448,0.325701217715133,0.309112023285872
0.434585002800527,0.434585002800527,0.434585002800527,0.268273974948817,0.463631224124559,0.268273974948817,0.268273974948817,0.274478753149694,0,0.240587427198668,0.308251635689495,0.355395220767489,0.272835903343293,0.308251635689495,0.387186672699437,0.256468675600754,0.240587427198668,0.240587427198668,0.256468675600754,0.330096744371786,0.454496495372218,0.262999705228652,0.330106351962941,0.252938036531221,0.306960607666534,0.185817397889478,0.267563405087839,0.265466893455436,0.272835903343293,0.422886133707011,0.306960607666534,0.13284540916499,0.240587427198668,0.13284540916499,0.13284540916499,0.306581371005218,0.282926645054152,0.271963117529354,0.248737829393125,1,0.111316290353635,0.237505616109283,0.271963117529354,0.236995926218046,0.237505616109283,0.271963117529354,0.306581371005218,0.13284540916499,0.35965404186084,0.2406858647754
0.801779629421339,0.801779629421339,0.801779629421339,0.248977133928524,0.810937562677423,0.248977133928524,0.248977133928524,0.834607585226082,0.240587427198668,0,1,0.58700785321014,0.266818611711914,1,0.224988847496714,1,1,1,1,0.140715026246403,0.791008078669547,0.406801441964994,0.3036070799895,0.217828959925731,0.312313949809018,0.697420828441378,0.273734244840575,1,0.266818611711914,0.582782617470156,0.312313949809018,0.161071129247447,1,0.161071129247447,0.161071129247447,1,0.197649047635555,0.264242973431127,0.711538071253518,0.184094653634888,0.889135533425983,0.264747219433358,0.264242973431127,0.227816027315719,0.264747219433358,0.264242973431127,1,0.161071129247447,0.189749473703605,0.224390867263667
