"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0,1,1,0.405278545901301,1,0.405278545901301,0.405278545901301,0.390414332077961,0.113587551786905,0.532980286542045,0.539173373350256,0.278175140006014,0.177224617868433,0.539173373350256,0.268143653040402,0.532980286542045,0.532980286542045,0.532980286542045,0.532980286542045,0.174263774301451,1,0.444905019691293,0.129633372444134,0.134214227020702,0.137099592341327,0.280261085224191,0.351642803948451,0.496209400160451,0.177224617868433,0.559252820767808,0.137099592341327,0.09173931741044,0.532980286542045,0.09173931741044,0.09173931741044,0.496209400160451,0.143733124459065,0.0917393174104402,0.293658618790962,0.121455309483086,0.455321368392758,0.414418484292733,0.0917393174104402,0.107040432450137,0.414418484292733,0.0917393174104402,0.496209400160451,0.09173931741044,0.135491856971362,0.115401370324563
1,0,1,0.405278545901301,1,0.405278545901301,0.405278545901301,0.390414332077961,0.113587551786905,0.532980286542045,0.539173373350256,0.278175140006014,0.177224617868433,0.539173373350256,0.268143653040402,0.532980286542045,0.532980286542045,0.532980286542045,0.532980286542045,0.174263774301451,1,0.444905019691293,0.129633372444134,0.134214227020702,0.137099592341327,0.280261085224191,0.351642803948451,0.496209400160451,0.177224617868433,0.559252820767808,0.137099592341327,0.09173931741044,0.532980286542045,0.09173931741044,0.09173931741044,0.496209400160451,0.143733124459065,0.0917393174104402,0.293658618790962,0.121455309483086,0.455321368392758,0.414418484292733,0.0917393174104402,0.107040432450137,0.414418484292733,0.0917393174104402,0.496209400160451,0.09173931741044,0.135491856971362,0.115401370324563
1,1,0,0.405278545901301,1,0.405278545901301,0.405278545901301,0.390414332077961,0.113587551786905,0.532980286542045,0.539173373350256,0.278175140006014,0.177224617868433,0.539173373350256,0.268143653040402,0.532980286542045,0.532980286542045,0.532980286542045,0.532980286542045,0.174263774301451,1,0.444905019691293,0.129633372444134,0.134214227020702,0.137099592341327,0.280261085224191,0.351642803948451,0.496209400160451,0.177224617868433,0.559252820767808,0.137099592341327,0.09173931741044,0.532980286542045,0.09173931741044,0.09173931741044,0.496209400160451,0.143733124459065,0.0917393174104402,0.293658618790962,0.121455309483086,0.455321368392758,0.414418484292733,0.0917393174104402,0.107040432450137,0.414418484292733,0.0917393174104402,0.496209400160451,0.09173931741044,0.135491856971362,0.115401370324563
0.405278545901301,0.405278545901301,0.405278545901301,0,0.361523959420358,1,1,0.162038326312193,0.101241109031438,0.103215888373396,0.11434105128702,0.169002256635527,0.147127575741656,0.11434105128702,0.441196473604536,0.103215888373396,0.103215888373396,0.103215888373396,0.103215888373396,0.150095179369102,0.405278545901301,0.25981433759374,0.157855822199846,0.098673109736966,0.109596359850875,0.133529326494933,0.989587521222056,0.103215888373396,0.147127575741656,0.790958768652546,0.109596359850875,0.116634015561366,0.103215888373396,0.116634015561366,0.116634015561366,0.100111140986477,0.205144213899196,0.118776252542776,0.109913284996737,0.101241109031438,0.121379812034938,1,0.118776252542776,0.12641741274736,1,0.118776252542776,0.100111140986477,0.116634015561366,0.138760116447076,0.0997612770121866
1,1,1,0.361523959420358,0,0.361523959420358,0.361523959420358,0.420004180264671,0.117955504367166,0.606731365388305,0.609509496539926,0.252519077859014,0.183689421917602,0.609509496539926,0.268143653040402,0.606731365388305,0.606731365388305,0.606731365388305,0.606731365388305,0.183689421917602,1,0.362070830689767,0.118071824366078,0.101301925391341,0.105936786419559,0.275389036093917,0.330519059885624,0.560962287691179,0.183689421917602,0.519901820559815,0.105936786419559,0.10306540670748,0.606731365388305,0.10306540670748,0.10306540670748,0.560962287691179,0.129948727890866,0.10306540670748,0.289426581709504,0.129828573194804,0.495119944624919,0.361523959420358,0.10306540670748,0.107040432450137,0.361523959420358,0.10306540670748,0.560962287691179,0.10306540670748,0.138572324006407,0.122494504719267
0.405278545901301,0.405278545901301,0.405278545901301,1,0.361523959420358,0,1,0.162038326312193,0.101241109031438,0.103215888373396,0.11434105128702,0.169002256635527,0.147127575741656,0.11434105128702,0.441196473604536,0.103215888373396,0.103215888373396,0.103215888373396,0.103215888373396,0.150095179369102,0.405278545901301,0.25981433759374,0.157855822199846,0.098673109736966,0.109596359850875,0.133529326494933,0.989587521222056,0.103215888373396,0.147127575741656,0.790958768652546,0.109596359850875,0.116634015561366,0.103215888373396,0.116634015561366,0.116634015561366,0.100111140986477,0.205144213899196,0.118776252542776,0.109913284996737,0.101241109031438,0.121379812034938,1,0.118776252542776,0.12641741274736,1,0.118776252542776,0.100111140986477,0.116634015561366,0.138760116447076,0.0997612770121866
0.405278545901301,0.405278545901301,0.405278545901301,1,0.361523959420358,1,0,0.162038326312193,0.101241109031438,0.103215888373396,0.11434105128702,0.169002256635527,0.147127575741656,0.11434105128702,0.441196473604536,0.103215888373396,0.103215888373396,0.103215888373396,0.103215888373396,0.150095179369102,0.405278545901301,0.25981433759374,0.157855822199846,0.098673109736966,0.109596359850875,0.133529326494933,0.989587521222056,0.103215888373396,0.147127575741656,0.790958768652546,0.109596359850875,0.116634015561366,0.103215888373396,0.116634015561366,0.116634015561366,0.100111140986477,0.205144213899196,0.118776252542776,0.109913284996737,0.101241109031438,0.121379812034938,1,0.118776252542776,0.12641741274736,1,0.118776252542776,0.100111140986477,0.116634015561366,0.138760116447076,0.0997612770121866
0.390414332077961,0.390414332077961,0.390414332077961,0.162038326312193,0.420004180264671,0.162038326312193,0.162038326312193,0,0.116175457493292,0.798451011938016,0.798451011938016,0.139422073430548,0.117182359892536,0.798451011938016,0.110316274135637,0.798451011938016,0.798451011938016,0.798451011938016,0.798451011938016,0.118615812972106,0.390414332077961,0.309692989910966,0.13045547111371,0.107301071239357,0.126651757212591,0.413000726518642,0.162038326312193,0.830589006433621,0.117182359892536,0.17376550240964,0.126651757212591,0.133722440023414,0.798451011938016,0.133722440023414,0.133722440023414,0.830589006433621,0.0949105141660571,0.128511779047293,0.417077328774583,0.114259029062963,0.638603926256971,0.162038326312193,0.128511779047293,0.0877613178298596,0.162038326312193,0.128511779047293,0.830589006433621,0.133722440023414,0.116481042493768,0.127767165267038
0.113587551786905,0.113587551786905,0.113587551786905,0.101241109031438,0.117955504367166,0.101241109031438,0.101241109031438,0.116175457493292,0,0.108153309985115,0.114341797736288,0.147151546708227,0.135545249806768,0.114341797736288,0.0915552420508571,0.108153309985115,0.108153309985115,0.108153309985115,0.108153309985115,0.124270531378905,0.113587551786905,0.121621481927146,0.200969085536669,0.124234224332604,0.0999343588642218,0.117101873999464,0.110280056569646,0.112570326074971,0.135545249806768,0.0964143687332169,0.0999343588642218,0.0914742241435108,0.108153309985115,0.0914742241435108,0.0914742241435108,0.14144703631264,0.108230082391483,0.091474224143511,0.0760462428106997,0.958843756647068,0.10772229117251,0.0990691847095251,0.091474224143511,0.123576613200147,0.0990691847095251,0.091474224143511,0.14144703631264,0.0914742241435108,0.125626918653797,0.128257984594569
0.532980286542045,0.532980286542045,0.532980286542045,0.103215888373396,0.606731365388305,0.103215888373396,0.103215888373396,0.798451011938016,0.108153309985115,0,1,0.172565250922952,0.108182892990865,1,0.109248682046155,1,1,1,1,0.115553295336786,0.532980286542045,0.322775025605646,0.101049928029019,0.0979634080873692,0.109454113769336,0.376563834165451,0.0879030532158997,0.958576000615866,0.108182892990865,0.14686607143636,0.109454113769336,0.0969909703687621,1,0.0969909703687621,0.0969909703687621,0.958576000615866,0.0960358651753351,0.107106445064745,0.563003582233963,0.113675532910275,0.811278124459133,0.0879030532158997,0.107106445064745,0.116626346196793,0.0879030532158997,0.107106445064745,0.958576000615866,0.0969909703687621,0.0946685876404479,0.127386589729065
