"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0,1,1,0.216879694713998,0.871500771745239,0.216879694713998,0.216879694713998,0.223284680494295,0.0849844548132206,0.251780412187678,0.253438466745804,0.220423870894092,0.155126321133072,0.253438466745804,0.214279413956523,0.253438466745804,0.251780412187678,0.251780412187678,0.253438466745804,0.163237636834007,1,0.24709840452328,0.0832939384762082,0.0603250553099125,0.0692978600687975,0.106311097005017,0.204964508601876,0.234305915769582,0.155126321133072,0.382602744161925,0.0692978600687975,0.0443463045555089,0.251780412187678,0.0443463045555089,0.0443463045555089,0.234305915769582,0.116519953196501,0.0443463045555088,0.18449935546803,0.0841229657552709,0.289184025082172,0.211352846186912,0.0443463045555088,0.125216415529031,0.211352846186912,0.0443463045555088,0.234305915769582,0.0443463045555089,0.0613655014575563,0.0958109194151867
1,0,1,0.216879694713998,0.871500771745239,0.216879694713998,0.216879694713998,0.223284680494295,0.0849844548132206,0.251780412187678,0.253438466745804,0.220423870894092,0.155126321133072,0.253438466745804,0.214279413956523,0.253438466745804,0.251780412187678,0.251780412187678,0.253438466745804,0.163237636834007,1,0.24709840452328,0.0832939384762082,0.0603250553099125,0.0692978600687975,0.106311097005017,0.204964508601876,0.234305915769582,0.155126321133072,0.382602744161925,0.0692978600687975,0.0443463045555089,0.251780412187678,0.0443463045555089,0.0443463045555089,0.234305915769582,0.116519953196501,0.0443463045555088,0.18449935546803,0.0841229657552709,0.289184025082172,0.211352846186912,0.0443463045555088,0.125216415529031,0.211352846186912,0.0443463045555088,0.234305915769582,0.0443463045555089,0.0613655014575563,0.0958109194151867
1,1,0,0.216879694713998,0.871500771745239,0.216879694713998,0.216879694713998,0.223284680494295,0.0849844548132206,0.251780412187678,0.253438466745804,0.220423870894092,0.155126321133072,0.253438466745804,0.214279413956523,0.253438466745804,0.251780412187678,0.251780412187678,0.253438466745804,0.163237636834007,1,0.24709840452328,0.0832939384762082,0.0603250553099125,0.0692978600687975,0.106311097005017,0.204964508601876,0.234305915769582,0.155126321133072,0.382602744161925,0.0692978600687975,0.0443463045555089,0.251780412187678,0.0443463045555089,0.0443463045555089,0.234305915769582,0.116519953196501,0.0443463045555088,0.18449935546803,0.0841229657552709,0.289184025082172,0.211352846186912,0.0443463045555088,0.125216415529031,0.211352846186912,0.0443463045555088,0.234305915769582,0.0443463045555089,0.0613655014575563,0.0958109194151867
0.216879694713998,0.216879694713998,0.216879694713998,0,0.239345003001733,1,1,0.139228307520068,0.0942011402195735,0.0302528408114383,0.0250347964895929,0.0898770467345645,0.0580493923413044,0.0250347964895929,0.328993148060821,0.0250347964895929,0.0302528408114383,0.0302528408114383,0.0250347964895929,0.06520183364763,0.216879694713998,0.0850493783709941,0.0253436006948339,0.139959949462471,0.150249542795354,0.0595609515886228,0.986150416903397,0.0202720516837959,0.0580493923413044,0.607366522124651,0.150249542795354,0.0793760345331001,0.0302528408114383,0.0793760345331001,0.0793760345331001,0.0202720516837959,0.0863986287238791,0.0793760345331001,0.0899419702923378,0.0909174928822084,0.0659817509525457,0.994473151472913,0.0793760345331001,0.092819428087802,0.994473151472913,0.0793760345331001,0.0202720516837959,0.0793760345331001,0.0779135852599289,0.114796975080601
0.871500771745239,0.871500771745239,0.871500771745239,0.239345003001733,0,0.239345003001733,0.239345003001733,0.213889037998248,0.0664695122474811,0.266312527252536,0.262443733283576,0.225641915215938,0.161612044054768,0.262443733283576,0.150525885221708,0.262443733283576,0.266312527252536,0.266312527252536,0.262443733283576,0.167236277918515,0.871500771745239,0.194463496400411,0.0965741885248418,0.0793926827283609,0.0741746384065152,0.134725256945365,0.228323767726447,0.24023895383857,0.161612044054768,0.37837687062521,0.0741746384065152,0.0490441258035324,0.266312527252536,0.0490441258035324,0.0490441258035324,0.24023895383857,0.111366832432428,0.0490441258035323,0.149761781500419,0.0694768171584919,0.324018984386442,0.234370839327355,0.0490441258035323,0.0926571191933685,0.234370839327355,0.0490441258035323,0.24023895383857,0.0490441258035324,0.0703058444375548,0.104328424658023
0.216879694713998,0.216879694713998,0.216879694713998,1,0.239345003001733,0,1,0.139228307520068,0.0942011402195735,0.0302528408114383,0.0250347964895929,0.0898770467345645,0.0580493923413044,0.0250347964895929,0.328993148060821,0.0250347964895929,0.0302528408114383,0.0302528408114383,0.0250347964895929,0.06520183364763,0.216879694713998,0.0850493783709941,0.0253436006948339,0.139959949462471,0.150249542795354,0.0595609515886228,0.986150416903397,0.0202720516837959,0.0580493923413044,0.607366522124651,0.150249542795354,0.0793760345331001,0.0302528408114383,0.0793760345331001,0.0793760345331001,0.0202720516837959,0.0863986287238791,0.0793760345331001,0.0899419702923378,0.0909174928822084,0.0659817509525457,0.994473151472913,0.0793760345331001,0.092819428087802,0.994473151472913,0.0793760345331001,0.0202720516837959,0.0793760345331001,0.0779135852599289,0.114796975080601
0.216879694713998,0.216879694713998,0.216879694713998,1,0.239345003001733,1,0,0.139228307520068,0.0942011402195735,0.0302528408114383,0.0250347964895929,0.0898770467345645,0.0580493923413044,0.0250347964895929,0.328993148060821,0.0250347964895929,0.0302528408114383,0.0302528408114383,0.0250347964895929,0.06520183364763,0.216879694713998,0.0850493783709941,0.0253436006948339,0.139959949462471,0.150249542795354,0.0595609515886228,0.986150416903397,0.0202720516837959,0.0580493923413044,0.607366522124651,0.150249542795354,0.0793760345331001,0.0302528408114383,0.0793760345331001,0.0793760345331001,0.0202720516837959,0.0863986287238791,0.0793760345331001,0.0899419702923378,0.0909174928822084,0.0659817509525457,0.994473151472913,0.0793760345331001,0.092819428087802,0.994473151472913,0.0793760345331001,0.0202720516837959,0.0793760345331001,0.0779135852599289,0.114796975080601
0.223284680494295,0.223284680494295,0.223284680494295,0.139228307520068,0.213889037998248,0.139228307520068,0.139228307520068,0,0.0942177884148343,0.517002548706787,0.516173521427724,0.0777179799749742,0.0319924671225984,0.516173521427724,0.14264180197298,0.516173521427724,0.517002548706787,0.517002548706787,0.516173521427724,0.0509135992302394,0.223284680494295,0.129150133055765,0.116032191901565,0.0139810994354198,0.0189552631097977,0.279056740643722,0.126760436555237,0.531957501508807,0.0319924671225984,0.119705380585571,0.0189552631097977,0.079896257606922,0.517002548706787,0.079896257606922,0.079896257606922,0.531957501508807,0.0609751254992811,0.0798962576069219,0.163318373975407,0.103645892689768,0.310445743716194,0.141715389357257,0.0798962576069219,0.0487353215982916,0.141715389357257,0.0798962576069219,0.531957501508807,0.079896257606922,0.080627899549325,0.148006341605633
0.0849844548132206,0.0849844548132206,0.0849844548132206,0.0942011402195735,0.0664695122474811,0.0942011402195735,0.0942011402195735,0.0942177884148343,0,0.117463014007484,0.111936165480398,0.064193849278873,0.144202471194446,0.111936165480398,0.0936159935879781,0.111936165480398,0.117463014007484,0.117463014007484,0.111936165480398,0.126760436555237,0.0849844548132206,0.133912877861562,0.142479493078546,0.124013660486954,0.107124310700453,0.125509406150646,0.10252387478909,0.118324503065434,0.144202471194446,0.101418505083673,0.107124310700453,0.0684363710108479,0.117463014007484,0.0684363710108479,0.0684363710108479,0.118324503065434,0.0627472135893279,0.068436371010848,0.0543270936831514,0.985597732050688,0.0951275528352965,0.0942011402195736,0.068436371010848,0.0980699341885341,0.0942011402195736,0.068436371010848,0.118324503065434,0.0684363710108479,0.120908970239283,0.125248877307918
0.251780412187678,0.251780412187678,0.251780412187678,0.0302528408114383,0.266312527252536,0.0302528408114383,0.0302528408114383,0.517002548706787,0.117463014007484,0,0.986150416903397,0.108570946389998,0.0865126622557997,0.986150416903397,0.096850530951196,0.986150416903397,1,1,0.986150416903397,0.0890971294296488,0.251780412187678,0.177574981225546,0.117999050664932,0.141162704504548,0.15836085849629,0.315387445611685,0.0272130741215407,0.986150416903397,0.0865126622557997,0.0746132897273033,0.15836085849629,0.0658360902533729,1,0.0658360902533729,0.0658360902533729,0.986150416903397,0.0793111109753265,0.0658360902533728,0.37085070155587,0.111383480627689,0.437920339406937,0.0353243898224763,0.0658360902533728,0.0987691143520504,0.0353243898224763,0.0658360902533728,0.986150416903397,0.0658360902533729,0.0487186734030306,0.134433100935384
